name,categ_id,type,detailed_type
CAJA RSC 180003720,14,product,product
180301660,14,product,product
180203000,14,product,product
180201590,14,product,product
180302560,14,product,product
180201580,14,product,product
180201620,14,product,product
180201610,14,product,product
180201610,20,product,product
180201610,20,product,product
180301670,14,product,product
180301670,20,product,product
180301670,20,product,product
180100830,14,product,product
CELDA DOOR UPPER ARMREST (MUESTRA),23,consu,consu
180100830,30,product,product
180100830,30,product,product
HSC DOOR UPPER ARMREST (MUESTRA),14,product,product
CELDA DOOR UPPER ARMREST (MUESTRA),14,product,product
TAPA DOOR UPPER ARMREST (MUESTRA),14,product,product
CELDA A DOOR UPPER ARMREST (MUESTRA),20,product,product
CELDA B DOOR UPPER ARMREST (MUESTRA),20,product,product
180111940,14,product,product
180111990,14,product,product
180111990,20,product,product
180111990,20,product,product
80112040,14,product,product
180304200,14,product,product
180304210,14,product,product
180304210,20,product,product
180304210,20,product,product
180302860,14,product,product
"SOLERA 2"" X 1/4"" GROSOR",27,product,product
32001 CAJA 1,28,product,product
32001 CAJA 2,28,product,product
32001 CAJA 3,28,product,product
32001 CAJA 4,28,product,product
Re trabajo en racks de body side CX727,28,product,product
Re trabajo tiron rack body side,30,product,product
Re trabajo rodajas rack body,30,product,product
SOLERA RACK BODY,30,product,product
"21,283 (copia)",18,service,service
U725 DP - RR,14,product,product
BSUV GP KIT,14,product,product
BSUV GP TAPA GENERAL,20,product,product
BSUV GP CUELLO GENERAL A,20,product,product
BSUV GP CUELLO GENERAL B,20,product,product
BSUV GP CHAROLA GENERAL TROQ,20,product,product
BSUV GP CUELLO INDIVIDUAL,20,product,product
BSUV GP CHAROLA IND TROQ,20,product,product
BSUV PAD IND TROQ,20,product,product
BSUV GP INSERTO CHICO,20,product,product
BSUV GP INSERTO GRANDE,20,product,product
BSUV GP TAPA LATERAL,20,product,product
Dunnage CX430 FG (copia),28,product,product
U553 ALTERNO KIT,23,product,product
U553 ALTERNO RSC,14,product,product
U553 ALTERNO CELDA ARMADA,14,product,product
U553 ALTERNO CELDA A,20,product,product
U553 ALTERNO CELDA B,20,product,product
U553 ALTERNO CELDA C,20,product,product
U553 ALTERNO CELDA D,20,product,product
U553 ALTERNO CELDA E,20,product,product
180010240,14,product,product
180010240 CELDA A,20,product,product
180010240 CELDA B,20,product,product
180060490 CELDA ARMADA,14,product,product
180060490 CELDA A,20,product,product
180060490 CELDA B,20,product,product
DR PAD 18 CAV PAD,20,product,product
180100820,14,product,product
U553 ALTERNO CELDA F,20,product,product
U 553 ALTERNO CELDA G,20,product,product
CELDA HOUSING INNER,30,product,product
U725 DUNNAGE CELDA A,30,product,product
U725 DUNNAGE CELDA B,30,product,product
U725 DUNNAGE CELDA C,30,product,product
U725 DUNNAGE CELDA D,30,product,product
U725 DUNNAGE CELDA E,30,product,product
U725 DUNNAGE CELDA F,30,product,product
U725 DUNNAGE PERFIL CORTO,30,product,product
U725 DUNNAGE PERFIL LARGO,30,product,product
U725 DUNNAGE CUNA CORTA,30,product,product
U725 DUNNAGE CUNA LARGA,30,product,product
U725 DUNNAGE TAPA CORTA,30,product,product
U725 DUNNAGE TAPA LARGA,30,product,product
DUNNAGE GLASS FRONT,28,product,product
DUNNAGE GLASS FRONT CHAROLA,30,product,product
DUNNAGE GLASS FRONT CELDA,30,product,product
DUNNAGE GLASS FRONT LONA,30,product,product
"Cargo, Gastos efectuados por un tercero",18,service,service
TR10985 KIT 780 SHIFT LEVER,23,product,product
HSC - TR10985 KIT 780 SHIFT LEVER,14,product,product
5X - TR10985 KIT 780 SHIFT LEVER,14,product,product
CELDA A - TR10985 KIT 780 SHIFT LEVER,20,product,product
DR PAD POLIFOAM,14,product,product
AS PAD FOAM,14,product,product
180400020,14,product,product
CHIMPSON KIT,23,product,product
CHIMPSON RSC,14,product,product
CHIMPSON CELDA ARMADA,14,product,product
CHIMPSON CELDA A,20,product,product
CHIMPSON CELDA B,20,product,product
550B HSC,14,product,product
550B TAPA,14,product,product
552B CELDA ARMADA,14,product,product
550B CELDA A,30,product,product
550B CELDA B,14,product,product
180111970 HSC,14,product,product
180111980 HSC,14,product,product
180020760 RSC,14,product,product
HERRAMENTAL PARA CAJA PEQUEÑA DE KIT HANDLE T1XX,18,product,product
RIVIAN BODY SIDE RSC,14,product,product
RIVIAN BODY SIDE CELDA A,20,product,product
RIVIAN BODY SIDE CELDA B,20,product,product
RIVIAN BODY SIDE CELDA ARMADA,14,product,product
RIVIAN BODY SIDE LH (copia),14,product,product
RIVIAN LIFTGATE INSERTO,20,product,product
RIVIAN LIFTGATE CELDA B,20,product,product
RIVIAN LIFTGATE CELDA A,20,product,product
RIVIAN LIFTGATE CELDA ARMADA,14,product,product
RIVIAN LIFTGATE TAPA,20,product,product
RIVIAN LIFTGATE HSC,14,product,product
RIVIAN LIFTGATE KIT,23,product,product
FLOOR CONSOL HSC A,20,product,product
FLOOR CONSOL HSC B,20,product,product
FLOOR CONSOL HSC ARMADA,20,product,product
FLOOR CONSOL CELDA A,20,product,product
FLOOR CONSOL CELDA B,20,product,product
FLOOR CONSOL CELDA ARMADA,20,product,product
FLOOR CONSOL TAPA,20,product,product
FLOOR CONSOL FOAM,20,product,product
SUAJE CELDADO AS PAD,18,service,service
DUNNAGE ARMADO SPEAKER GRILLE PUERTAS,28,product,product
DUNNAGE ARMADO SPEAKER GRILLE PUERTAS CHAROLA EVOLON,30,product,product
DUNNAGE SPEAKER GRILLE PUERTAS CHAROLA PLASTICO,30,product,product
DUNNAGE SPEAKER GRILLE PUERTAS CHAROLA + EVOLON,30,product,product
DUNNAGE SPEAKER GRILLE PUERTAS CELDA EVOLON,30,product,product
DUNNAGE SPEAKER GRILLE PUERTAS CELDA PLASTICO,30,product,product
CHAROLA DU (copia),18,service,service
DUNNAGE SPEAKER GRILLE PUERTAS CELDA PLASTICO + EVOLON,30,product,product
DUNNAGE ARMADO APPLIQUE FRONTAL,30,product,product
DUNNAGE APPLIQUE FRONTAL CHAROLA EVOLON,30,product,product
DUNNAGE APPLIQUE FRONTAL CHAROLA PLASTICO,30,product,product
DUNNAGE APPLIQUE FRONTAL CHAROLA PLASTICO + EVOLON,30,product,product
DUNNAGE APPLIQUE FRONTAL CELDA EVOLON,30,product,product
DUNNAGE APPLIQUE FRONTAL CELDA PLASTICO,30,product,product
DUNNAGE APPLIQUE FRONTAL CELDA PLASTICO + EVOLON,30,product,product
DUNNAGE ARMADO APPLIQUE REAR,30,product,product
DUNNAGE APPLIQUE REAR CHAROLA PLASTICO + EVOLON,30,product,product
DUNNAGE APPLIQUE REAR CELDA EVOLON,30,product,product
DUNNAGE APPLIQUE REAR CELDA PLASTICO + EVOLON,30,product,product
DUNNAGE GLASS FRONT LONA PIEZA B,30,product,product
H STICK KIT,23,consu,consu
H STICK TAPA,14,product,product
H STICK CHAROLA,14,product,product
H STICK CELDA ARMADA,14,product,product
H STICK CEL A,20,product,product
H STICK CEL B,20,product,product
H STICK CEL C,20,product,product
H STICK CEL D,20,product,product
c5200,26,product,product
DUNNAGE ARMADO UPPER REAR,28,product,product
DUNNAGE UPPER REAR PZA A,30,product,product
DUNNAGE UPPER REAR PZA B,30,product,product
DUNNAGE UPPER REAR PZA C,30,product,product
DUNNAGE UPPER REAR PZA D,30,product,product
DUNNAGE ARMADO ARMREST RR & FRT,28,product,product
DUNNAGE ARMREST RR & FRT PZA A,30,product,product
DUNNAGE ARMREST RR & FRT PZA B,30,product,product
DUNNAGE ARMREST RR & FRT PZA C,30,product,product
DUNNAGE ARMREST RR & FRT PZA D,30,product,product
DUNNAGE REINFORCEMENT ARMADO,28,product,product
DUNNAGE REINFORCEMENT PZA A,30,product,product
DUNNAGE REINFORCEMENT PZA B,30,product,product
DUNNAGE REINFORCEMENT PZA C,30,product,product
DUNNAGE REINFORCEMENT PZA D,30,product,product
DUNNAGE FINISHER ARMADO,28,product,product
DUNNAGE FINISHER PZA A,30,product,product
DUNNAGE FINISHER PZA B,30,product,product
DUNNAGE FINISHER PZA C,30,product,product
DUNNAGE FINISHER PZA D,30,product,product
DUNNAGE FINISHER PZA E,30,product,product
DUNNAGE FINISHER PZA F,30,product,product
DUNNAGE FINISHER PZA G,30,product,product
DUNNAGE FINISHER PZA H,30,product,product
DUNNAGE FINISHER PZA I,30,product,product
DUNNAGE FINISHER PZA J,30,product,product
DUNNAGE FINISHER PZA K,30,product,product
CAJA CX482,20,product,product
KIT CX482,23,product,product
Tooling para caja IMC070,18,consu,consu
180111960,14,product,product
184003140,14,product,product
184002850 CELDA ARMADA,14,product,product
184002850 CEL A,20,product,product
184002850 CEL B,20,product,product
180112030 CELDA ARMADA,14,product,product
180112030 CEL A,20,product,product
180112030 CEL B,20,product,product
"Dollies para contenedor de 45"" x 48""",28,product,product
H STICK CELDA E,20,product,product
POLIFOAM H STICK,14,product,product
TELA CHICA H STICK,20,product,product
21507,18,service,service
TELA GRANDE H STICK,20,product,product
KIT FUSE ACCESS STORAGE BIN,23,product,product
CAJA FUSE ACCESS STORAGE BIN,14,product,product
CELDA A FUSE ACCESS STORAGE BIN,20,product,product
CELDA B FUSE ACCESS STORAGE BIN,20,product,product
CELDA ARMADA FUSE ACCESS STORAGE BIN,14,product,product
180204710,14,product,product
"TFT 500B 4.2""",28,product,product
"CAHROLA TFT 500B 4.2""",30,product,product
"INSERTO TFT 500B 4.2""",30,product,product
"CELDA TFT 500B 4.2""",30,product,product
"TAPA TFT 500B 4.2""",30,product,product
"NYLON TFT 500B 4.2""",30,product,product
"CORTE CANALETA 10 MM TFT 500B 4.2""",30,product,product
"CORTE CANALETA 5 MM TFT 500B 4.2""",30,product,product
"TFT 500B 7""",28,product,product
"CHAROLA TFT 500B 7""",30,product,product
"INSERTO TFT 500B 7""",30,product,product
"TAPA TFT 500B 7""",30,product,product
"CORTE CANALETA 10 MM TFT 500B 7""",30,product,product
"CORTE CANALETA 5 MM TFT 500B 7""",30,product,product
TFT CX430,28,product,product
CHAROLA TFT CX430,30,product,product
CELDA TFT CX430,30,product,product
TAPA TFT CX430,30,product,product
NYLON TFT CX430,30,product,product
CAJA ESD,28,product,product
CELDA A CAJA ESD,30,product,product
CELDA B CAJA ESD,30,product,product
CAHROLA CAJA ESD,30,product,product
180302850,14,product,product
180302850 CELDA A,20,product,product
180302850 CELDA B,20,product,product
180204660,14,product,product
180204720,14,product,product
180204690 CELDA ARMADA,14,product,product
180204690 CELDA A,20,product,product
180204690 CELDA B,30,product,product
180204730,14,product,product
180204670 CELDA ARMADA,14,product,product
180204670 CELDA A,20,product,product
180204670 CELDA B,30,product,product
TAPA DE PLÁSTICO CORRUGADO CON REFUERZOS Y 2 ETIQUETAS TIPO KENEDY,28,product,product
Productos Varios,18,service,service
CORTE PARA TAPA PIELES,20,product,product
REFUERZO PARA TAPA PIELES,30,product,product
"SOLERA ""A"" PARA REFUERZO PARA TAPA PIELES",30,product,product
"SOLERA ""B"" PARA REFUERZO PARA TAPA PIELES",30,product,product
H STICK CHAROLA,20,product,product
180204700 CELDA ARMADA,14,product,product
180204700 CELDA A,20,product,product
180204700 CELDA B,20,product,product
TOOLING INSERTO TAILGATE,18,consu,consu
TAPA RETORNABLE NEXTRACKER (copia),28,product,product
180201580,14,product,product
180303320,14,product,product
180100650 CELDA ARMADA,14,product,product
180100650 CELDA A,20,product,product
180100650 CELDA B,20,product,product
180100840,14,product,product
180100850,14,product,product
180100660,14,product,product
RU CAMARA CELDA ARMADA,14,product,product
RU CAMARA CELDA A,20,product,product
RU CAMARA CELDA B,20,product,product
WL CAMARA CELDA ARMADA,14,product,product
WL CAMARA CELDA A,20,product,product
WL CAMARA CELDA B,20,product,product
WL CAMARA CELDA C,20,product,product
CAMARA BEZEL CELDA ARMADA,14,product,product
CAMARA BEZEL CELDA A,20,product,product
CAMARA BEZEL CELDA B,20,product,product
FUSE ACCESS - CAJA DE CARTON CORRUGADO DOBLE MEDIDAS GENE,14,product,product
Desechos de Papel,18,service,service
362720 SPEAKER GRILLE MP552 PUERTAS,28,product,product
"CORTE DE VELCRO 2"" AUTOADHERIBLE",30,product,product
"CORTE NYLON 1""",30,product,product
362722 APPLIEQUE FORNTAL MP552 PUERTAS,28,product,product
180060190,14,product,product
TESLA NV26 FRL CONL END ITEM,23,product,product
TESLA NV26 FRL CONL END ITEM HSC,14,product,product
HSC - A TESLA NV26 FRL CONL END ITEM,20,product,product
B - HSC TESLA NV26 FRL CONL END ITEM,20,product,product
CELDA ARMADA - TESLA NV26 FRL CONL END ITEM,14,product,product
CELDA A - TESLA NV26 FRL CONL END ITEM,20,product,product
CELDA B - TESLA NV26 FRL CONL END ITEM,20,product,product
TAPA AUTOENSAMBLE TESLA NV26,14,product,product
CAJA CARTON WL,14,product,product
CAJA CARTON RU,14,product,product
RETRABAJO GLASS FRONT CX430,28,product,product
180020780 L02D WIP,14,product,product
A - 180020780 L02D WIP,20,product,product
B - 180020780 L02D WIP,20,product,product
CAJA MEZCAL,14,product,product
MEZCAL KIT,23,consu,consu
CELDA MEZCAL,14,product,product
A - MEZCAL,20,product,product
B - MEZCAL,20,product,product
WS CAJA,14,product,product
WS CELDA ARMADA,14,product,product
WS CELDA A,20,product,product
WS CELDA B,20,product,product
TESLA NV26 KIT PARA DOOR PANEL,23,product,product
HSC - TESLA NV26 KIT PARA DOOR PANEL,14,product,product
CELDA - TESLA NV26 KIT PARA DOOR PANEL,14,product,product
CORTE FOAM P/ PISO 4548,14,product,product
A - TESLA NV26 KIT PARA DOOR PANEL,20,product,product
B - TESLA NV26 KIT PARA DOOR PANEL,20,product,product
C - TESLA NV26 KIT PARA DOOR PANEL,20,product,product
D - TESLA NV26 KIT PARA DOOR PANEL,20,product,product
TESLA NV26 FLR CNSL END PANEL,23,product,product
HSC - TESLA NV26 FLR CNSL END PANEL,14,product,product
HSC A - TESLA NV26 FLR CNSL END PANEL,20,product,product
HSC B - TESLA NV26 KIT PARA DOOR PANEL,20,product,product
CELDA  - TESLA NV26 FLR CNSL END PANEL,14,product,product
A - TESLA NV26 FLR CNSL END PANEL,20,product,product
B - TESLA NV26 FLR CNSL END PANEL,20,product,product
KIT ICP,23,product,product
CELDA ARMADA - ICP CD539 MICRO,14,product,product
CORTE AB - ICP CD539 MICRO,20,product,product
CORTE PISO - ICP CD539 MICRO,20,product,product
CELDA A  -  ICP CD539 MICRO,20,product,product
CELDA B  - ICP CD539 MICRO,20,product,product
PISO - ICP CD539 MICRO,20,product,product
CELDA A - SEPARADOR WS,20,product,product
CELDA B - SEPARADOR WS,20,product,product
Manga Array,14,product,product
Tapa Array,14,product,product
Esquinero Array,14,product,product
Tapa base Array,14,product,product
Dunnage Array,14,product,product
"TORNILLO ALLEN STD. 3/8-16 X 1 1/2""",19,consu,consu
CAJA DE PLASTICO CORRUGADO 4MM VERDE BOTELLA + DUNNAGE 6X PLASTILONA ESD C/ ALMA DE COROPLAST + PISO DESLIZABLES + ACCESORIOS DE ESTIBA,28,product,product
CAJA - GLASS FRONT 780B IC,28,product,product
CELDA 6X - GLASS FRONT 780B IC,28,product,product
MEDIA TAPA - GLASS FRONT 780B IC,28,product,product
PISO - GLASS FRONT 780B IC,28,product,product
CORTE TRANSFLEX - MEDIA TAPA - GLASS FRONT 780B IC,30,product,product
CP - MEDIA TAPA - GLASS FRONT 780B IC,30,product,product
A CP + ESD - CELDA 6X - GLASS FRONT 780B IC,30,product,product
B CP + ESD - CELDA 6X - GLASS FRONT 780B IC,30,product,product
CHAROLA  - GLASS FRONT 780B IC,30,product,product
PARED - GLASS FRONT 780B IC,30,product,product
CORTE CANALETA 5MM  - GLASS FRONT 780B IC,30,product,product
CORTE CANALETA 10  MM  - GLASS FRONT 780B IC,30,product,product
CORTE ESD - A - GLASS FRONT 780B IC,30,product,product
CP -  A - GLASS FRONT 780B IC,30,product,product
CORTE ESD - B - GLASS FRONT 780B IC,30,product,product
CP -  B - GLASS FRONT 780B IC,30,product,product
CORTE ESD - PISO - GLASS FRONT 780B IC,30,product,product
C CP -  PISO - GLASS FRONT 780B IC,30,product,product
21165,18,service,service
TR11390 TAPA ICP 539,14,product,product
CONTENEDOR PLASTICO (copia),33,product,product
CONTENEDOR PLASTICO (copia),33,product,product
CAJA - STANCHION  COVER,38,product,product
PAD - STANCHION COVER,38,product,product
362390 - DUNNAGE ARMREST FRONT MP552 PUERTAS,28,product,product
362390 - DUNNAGE ARMREST FRONT MP552 PUERTAS (copia),28,product,product
362390 /362391 DUNNAGE ARMREST FRT & RR,30,product,product
A - 362390 /362391 DUNNAGE ARMREST FRT & RR,30,product,product
A - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
B - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
C - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
D - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
E - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
F - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
G - 362390 /362391 DUNNAGE ARMREST FRT & RR (copia),30,product,product
WS IP BEZEL OC LOWER,14,product,product
WS IP KIN Bezel,14,product,product
WS FC 2ND ROW BASE CARRIER,14,product,product
TUNDRA TOYOTA,35,product,product
TAPA TUNDRA TOYOTA,38,product,product
SEPARADOR TUNDRA TOYOTA,38,product,product
CELDA 6X TUNDRA TOYOTA,38,product,product
HSC TUNDRA TOYOTA,38,product,product
A CELDA 6X TUNDRA TOYOTA,39,product,product
TOOLING,18,service,service
"CORTE VELCRO 2"" - MEDIA TAPA 4548 ROPACK",30,product,product
"CORTE VELCRO 2"" - MEDIA TAPA 4548 ROPACK (copia)",30,product,product
"VELCRO FELPA 1"" - MEDIA TAPA 4548 ROPACK (copia)",30,product,product
"VELCRO GANCHO 1"" - MEDIA TAPA 4548 ROPACK (copia)",30,product,product
"NYLON1"" - MEDIA TAPA 4548 ROPACK (copia)",30,product,product
"VELCRO 1"" AUTO - MEDIA TAPA 4548 ROPACK (copia)",30,product,product
PLASTIFICADO,19,consu,consu
CLUSTER U725 - CX430,28,product,product
362388 REINFORCEMENT MCA MP552 PUERTAS,28,product,product
362388 REINFORCEMENT MCA MP552 PUERTAS (copia),28,product,product
362718 UPPER REAR MP552 PUERTAS,28,product,product
362718 UPPER REAR MP552 PUERTAS (copia),28,product,product
CHAROLA - GLASS FRONT U725,30,product,product
CELDA - GLASS FRONT U725,30,product,product
"Servicios de planeación, búsqueda e identificación y administración en la implementación de nuevos proyectos oct'2020",18,service,service
CELDA A - DUNNAGE CLUSTER,30,product,product
CELDA A - DUNNAGE CLUSTER (copia),30,product,product
CELDA B - DUNNAGE CLUSTER (copia),30,product,product
CELDA C - DUNNAGE CLUSTER (copia),30,product,product
CELDA D - DUNNAGE CLUSTER (copia),30,product,product
CELDA E - DUNNAGE CLUSTER (copia),30,product,product
SUDAFRICA BMW G01 LCI,14,product,product
A - CELDA SUDAFRICA BMW G01 LCI,20,product,product
A - CELDA SUDAFRICA BMW G01 LCI (copia),20,product,product
B - CELDA SUDAFRICA BMW G01 LCI (copia),20,product,product
C - CELDA SUDAFRICA BMW G01 LCI (copia),20,product,product
D - CELDA SUDAFRICA BMW G01 LCI (copia),20,product,product
E - CELDA SUDAFRICA BMW G01 LCI (copia),20,product,product
F - CELDA SUDAFRICA BMW G01 LCI (copia),14,product,product
CAJA ALABAMA,14,product,product
TAPA ALABAMA,14,product,product
A - 362388 REINFORCEMENT MCA MP552 PUERTAS,30,product,product
A - 362388 REINFORCEMENT MCA MP552 PUERTAS (copia),30,product,product
B - 362388 REINFORCEMENT MCA MP552 PUERTAS (copia),30,product,product
C - 362388 REINFORCEMENT MCA MP552 PUERTAS (copia),30,product,product
A - 362718 UPPER REAR MP552 PUERTAS,30,product,product
A - 362718 UPPER REAR MP552 PUERTAS (copia),30,product,product
21299,28,product,product
B - 362718 UPPER REAR MP552 PUERTAS (copia),30,product,product
C - 362718 UPPER REAR MP552 PUERTAS (copia),30,product,product
CORTE CHICO- CELDA SUDAFRICA BMW G01 LCI,20,product,product
CORTE CHICO- CELDA SUDAFRICA BMW G01 LCI (copia),20,product,product
DUNNAGE CLUSTER,30,product,product
CAJA - STANCHION  COVER (copia),38,product,product
PAD - STANCHION COVER (copia),38,product,product
180205170,14,product,product
180205170 (copia),20,product,product
180205170 - A (copia),20,product,product
180205170 - A (copia),20,product,product
TMC XXX - RSC,14,product,product
Console lower - TMC 050,14,product,product
N61506697 (copia),20,product,product
N61506697 - A (copia),20,product,product
Console cell,14,product,product
Console cell A,20,product,product
Console cell B,20,product,product
Armrest cell,14,product,product
Armrest cell A,20,product,product
Inteva DA90,14,product,product
Inteva DA90 - tray,20,product,product
Inteva DA90 - part 1,20,product,product
Inteva DA90 - part 2,20,product,product
ANCHO DE MAQUINA 51 ECT,15,product,product
CORTE NYLON P/ INGITION RING,30,product,product
IP EXTENSION INDIVIDUAL,23,consu,consu
CHAROLA CON DIVISOR ITB U725 DMS (copia),20,product,product
DECKLIND REAL LAMP ASSEMBLY CX727,38,product,product
Backframe 60% - base lid,14,product,product
Backframe 60% - top lid,14,product,product
Backframe 60% - cell,14,product,product
Backframe 60% - cell A,20,product,product
Backframe 60% - cell B,20,product,product
Backframe 60% - cell C,14,product,product
Backframe 60%,23,product,product
CONSOLA V363,38,product,product
CX727 LIFTGATE,38,product,product
WS DP,28,product,product
WS DP (copia),30,product,product
WS DP - DUNNAGE (copia),30,product,product
"CORTE 1045MM VELCRO AUTO 1"" P/ ROPACK",30,product,product
A WS DP DUNNAGE,30,product,product
A WS DP DUNNAGE (copia),30,product,product
B WS DP DUNNAGE (copia),30,product,product
C WS DP DUNNAGE (copia),30,product,product
D WS DP DUNNAGE (copia),30,product,product
E WS DP DUNNAGE (copia),30,product,product
F WS DP DUNNAGE (copia),30,product,product
F WS DP DUNNAGEG (copia),30,product,product
H WS DP DUNNAGE (copia),30,product,product
180204680,14,product,product
180204680 (copia),20,product,product
A - 180204680 (copia),20,product,product
CONTENEDOR PLASTICO (copia),33,product,product
CONTENEDOR PLASTICO (copia),33,product,product
CONTENEDOR PLASTICO (copia),33,product,product
CONTENEDOR PLASTICO (copia),33,product,product
TESLA NV26 ESQUINEROS DOOR PANEL,38,product,product
TESLA NV26 ESQUINEROS DOOR PANEL (copia),38,product,product
TESLA NV26 ESQUINEROS FLOOR CONSOLE (copia),38,product,product
BARROTE 1450,38,product,product
BARROTE 1450 (copia),38,product,product
BARROTE 325 (copia),38,product,product
Backframe 60% - cornerback,14,product,product
CELDA ARMADA - ICP CD539 MICRO (copia),20,product,product
TR11590 - CAJA ICP 539,14,product,product
TR11590 - CAJA ICP 539 (copia),14,product,product
TR11591 - TAPA ICP 539 (copia),14,product,product
DUNNAGE 40X,28,product,product
DUNNAGE 40X (copia),30,product,product
W04002 - DUNNAGE 40X (copia),30,product,product
W04002 - DUNNAGE 40X (copia),30,product,product
CELDA A - DUNNAGE 40X (copia),30,product,product
CELDA B - 2 LADOS (copia),30,product,product
CELDA B - 1 LADO (copia),30,product,product
CELDA C - 2 LADO - DUNNAGE 40X + TAPA (copia),30,product,product
3 MM LAMINADA 2 LADOS,30,product,product
3 MM LAMINADA 2 LADOS (copia),30,product,product
WS Passanger - Viniles,28,product,product
CELDA C - 2 LADO - DUNNAGE 40X (copia),30,product,product
TAPA - DUNNAGE 40X (copia),30,product,product
TRANSFLEX TAPA - DUNNAGE 40X (copia),30,product,product
FELPA TAPA - DUNNAGE 40X (copia),30,product,product
GANCHO TAPA - DUNNAGE 40X (copia),30,product,product
NYLON TAPA - DUNNAGE 40X (copia),30,product,product
FELPA AUTO - DUNNAGE 40X (copia),30,product,product
"CORTE 1"" VELCRO GANCHO - 22""",30,product,product
362034860-Rack Bolster Passenger,28,product,product
363010570- PALLET 48*45,28,product,product
363010570- TAPA 48*45,28,product,product
DUNNAGE PARA RACK LONA COATING,18,service,service
PINTURA DE ESTRUCTURA,18,service,service
MQ4A-Dunnage-tray,20,product,product
MQ4A-Dunnage-part1,20,product,product
MQ4A-Dunnage-part2,20,product,product
DUNNAGE AMBULANCIA,28,product,product
Customer Spartanburg - Cardboard Cell Divider for P2,14,product,product
Customer Spartanburg - Cardboard Cell Divider for P2 (copia),14,product,product
Customer OES - Cardboard Cell Divider for P1 (copia),14,product,product
Customer Spartanburg - Cardboard Cell Divider for P1,14,product,product
A - SPARTANBURG P1,20,product,product
A - SPARTANBURG P1 (copia),20,product,product
B - SPARTANBURG P1 (copia),20,product,product
C - SPARTANBURG P1 (copia),20,product,product
D - SPARTANBURG P1 (copia),20,product,product
E - SPARTANBURG P1 (copia),20,product,product
F - SPARTANBURG P1 (copia),20,product,product
A - SPARTANBURG P2,20,product,product
A - SPARTANBURG P2 (copia),20,product,product
B - SPARTANBURG P2 (copia),20,product,product
C - SPARTANBURG P2 (copia),20,product,product
A - SERVICIO P1,20,product,product
A - SERVICIO P1 (copia),20,product,product
B - SERVICIO P1 (copia),20,product,product
C - SERVICIO P1 (copia),20,product,product
D - SERVICIO P1 (copia),20,product,product
E - SERVICIO P1 (copia),20,product,product
A - SERVICIO P2 (copia),20,product,product
B - SERVICIO P2 (copia),20,product,product
C - SERVICIO P2 (copia),20,product,product
ESD - A 1000 MM X L 1250 MM,20,product,product
ESD - A 1000 MM X L 1250 MM (copia),20,product,product
D - SPARTANBURG P2 (copia),20,product,product
E - SPARTANBURG P2 (copia),20,product,product
ESD - SERVICIO,20,product,product
Customer South Africa - XLINK Packaging Support,14,product,product
Herrramental 1,18,service,service
Herrramental 1 (copia),18,service,service
Herrramental 1 (copia) (copia),18,service,service
Herrramental 1 (copia) (copia) (copia),18,service,service
Herrramental 1 (copia) (copia) (copia) (copia),18,service,service
Herrramental 1 (copia) (copia) (copia) (copia) (copia),18,service,service
"MEDIA TAPA 45""",30,product,product
CAR818062 HARD TRIM SERVICIO (copia),18,service,service
CAR818062 HARD TRIM SERVICIO (copia) (copia),18,service,service
CAR818062 HARD TRIM SERVICIO (copia) (copia) (copia),18,service,service
"VELCRO FELPA 2"" - MEDIA TAPA 45""",30,product,product
"VELCRO FELPA 2"" - MEDIA TAPA 45"" (copia)",30,product,product
"VELCRO FELPA 1"" - MEDIA TAPA 45"" (copia)",30,product,product
"VELCRO GANCHO 1"" - MEDIA TAPA 45"" (copia)",30,product,product
"NYLON 1"" - MEDIA TAPA 45"" (copia)",30,product,product
"CORTE 1045MM VELCRO AUTO 1"" P/ ROPACK (copia)",30,product,product
"1100 MM VELCRO AUTO 1"" ROPACK (copia)",30,product,product
"1035 VELCRO 1"" DUNNAGE ROPACK (copia)",30,product,product
Remplazo para orden de compra 55078212,18,service,service
Remplazo para orden de compra 55078212 (copia),18,service,service
Remplazo para orden de compra 55078212 (copia) (copia),18,service,service
Remplazo para orden de compra 55078212 (copia) (copia) (copia),18,service,service
Remplazo para orden de compra 55078212 (copia) (copia) (copia) (copia),18,service,service
Rack Armrest FR LH SUBSTRATE - YF G42,28,product,product
Rack Armrest FR RH SUBSTRATE - YF G42,28,product,product
Rack Armrest FR LH FIP - YF G42,28,product,product
Rack Armrest FR RH FIP - YF G42,28,product,product
Rack Armrest RR LH SUBSTRATE - YF G42,28,product,product
Rack Armrest RR RH SUBSTRATE - YF G42,28,product,product
Packaging Lab Tests for South Africa,18,service,service
Packaging Lab Tests for South Africa (copia),18,service,service
Packaging Lab Tests for South Africa (copia) (copia),18,service,service
"MEDIA TAPA 45"" (copia)",30,product,product
"NYLON 1"" - MEDIA TAPA 45"" (copia)",30,product,product
"TRANSFLEX - MEDIA TAPA 45"" + ALMA (copia)",30,product,product
DUNNAGE 16X ON EVOLON 100,28,product,product
Door carrier FR  - Interplants P2,28,product,product
